"","PERSONID","VARSTRAT","GCDWORK","WKFTPT","HH_RACE","WKFTPT.1","WKRMHM","DRIVER","DTCOST","DTCONJ","R_SEX","R_AGE","HBHUR","WRKCOUNT","HHFAMINC"
"4127","20655864-1",35,11.253690785,2,7,2,2,1,-1,-1,2,60,"S",2,17
"4131","20656487-2",14,9.213742136,2,1,2,2,1,-1,-1,2,65,"TC",2,7
"4137","20657185-2",3,37.204114229,2,1,2,2,1,-1,-1,2,25,"TC",2,12
"4164","20668033-6",85,5.2621481718,2,1,2,2,1,-1,-1,2,65,"C",3,14
"4176","20671668-1",8,4.2283150972,2,3,2,1,1,-1,-1,1,43,"S",2,6
"4192","20673804-2",77,2.6321757881,2,1,2,2,1,-1,-1,2,45,"TC",2,-7
"4195","20674333-1",28,2.3674355269,2,1,2,1,1,-1,-1,2,72,"C",1,8
"4215","20679169-3",33,1.6299765231,2,1,2,2,1,3,-1,2,61,"TC",1,5
"4240","20683139-1",74,2.99178072,2,1,2,2,1,-1,2,2,74,"C",1,10
"4259","20688769-3",81,0.9810572115,2,1,2,2,2,-1,-1,1,47,"U",2,-7
"4262","20689542-1",29,5.3827529226,2,6,2,2,1,3,-1,2,25,"TC",1,4
"4278","20692597-2",49,2.3120300218,2,1,2,2,1,-1,-1,2,48,"S",2,18
"4322","20699804-2",38,5.7191379814,2,1,2,2,1,-1,-1,2,60,"TC",2,15
"4323","20699804-3",38,7.3474283411,2,1,2,2,1,-1,-1,2,39,"TC",2,15
"4328","20700616-1",27,2.664532288,2,1,2,2,1,3,-1,2,60,"S",2,16
"4332","20701556-3",88,2.9490681117,2,1,2,2,1,-1,-1,2,19,"C",1,14
"4346","20702508-1",3,4.057703717,2,1,2,2,1,3,-1,2,59,"S",2,16
"4353","20703868-1",74,0.3865196195,2,1,2,2,2,3,-1,2,47,"S",1,1
"4378","20709141-1",76,5.2471260535,2,1,2,2,1,-1,-1,1,75,"S",1,16
"4383","20710736-1",99,6.4772889781,2,1,2,2,1,3,-1,2,47,"C",1,6
"4388","20711751-1",27,7.7886245829,2,1,2,2,1,-1,-1,2,41,"TC",2,18
"4394","20712338-1",7,4.7960604123,2,1,2,2,1,-1,3,1,61,"C",2,18
"4395","20712338-2",7,10.196502234,2,1,2,2,1,-1,-1,2,59,"C",2,18
"4397","20712507-2",79,1.1814950796,2,1,2,2,1,3,-1,2,74,"S",1,6
"4427","20717753-1",8,4.550008113,2,1,2,2,1,-1,-1,2,45,"TC",1,9
"4444","20719010-4",73,6.4755279506,2,1,2,2,1,-1,-1,2,19,"TC",2,13
"4465","20722430-2",46,5.5038220814,2,1,2,2,1,-1,3,2,54,"S",2,18
"4470","20723398-1",32,10.579238086,2,1,2,2,1,2,-1,2,63,"S",1,10
"4477","20724760-1",85,6.7226799365,2,1,2,2,1,-1,-1,1,75,"S",1,11
"4479","20725374-1",18,30.528386875,2,1,2,2,1,2,-1,2,23,"S",2,18
"4482","20725806-2",7,2.0682866019,2,1,2,2,1,2,-1,2,20,"TC",1,14
"4484","20726362-2",51,5.9298491954,2,1,2,2,1,-1,-1,2,50,"TC",2,18
"4488","20726504-1",3,47.335375815,2,1,2,2,1,3,-1,1,75,"TC",1,3
"4493","20726764-1",76,6.9515265298,2,1,2,2,1,3,-1,2,34,"TC",1,-7
"4505","20728236-1",57,9.5658282625,2,1,2,2,1,-1,-1,2,56,"TC",2,18
"4507","20728496-1",30,7.5767314844,2,7,2,2,1,-1,2,2,36,"U",1,4
"4524","20730127-2",46,19.804254542,2,1,2,2,1,3,-1,1,63,"TC",2,13
"4570","20735298-2",47,10.149016402,2,1,2,2,1,-1,-1,2,44,"S",2,16
"4574","20735467-2",66,14.88098644,2,2,2,2,1,-1,-1,1,63,"S",1,10
"4596","20739193-1",89,3.1928122461,2,1,2,2,1,-1,-1,2,51,"S",2,-7
"4604","20739737-3",44,2.7221681698,2,1,2,2,1,2,-1,2,17,"S",3,17
"4607","20739782-1",83,2.5823543703,2,1,2,2,1,-1,-1,2,39,"TC",1,6
"4618","20740836-2",4,6.2214520781,2,1,2,2,1,3,-1,2,60,"TC",2,17
"4629","20742821-1",60,9.861994412,2,1,2,2,1,-1,-1,2,58,"C",2,18
"4633","20743882-1",3,2.7023455213,2,1,2,2,1,-1,-1,2,55,"S",3,18
"4651","20746838-3",56,4.2481181495,2,1,2,2,1,3,-1,1,17,"S",2,18
"4659","20751524-1",82,1.8909394218,2,1,2,2,1,-1,-1,2,34,"S",2,8
"4673","20752820-2",28,10.609800666,2,2,2,2,1,-1,-1,2,67,"U",1,18
"4689","20756435-2",20,10.212668539,2,1,2,2,1,-1,3,1,62,"C",2,14
"4711","20760496-1",3,2.8542226682,2,1,2,2,1,3,-1,2,49,"S",4,18
"4713","20760496-3",3,3.2105457875,2,1,2,2,1,-1,-1,1,18,"S",4,18
"4714","20760496-4",3,275.30609297,2,1,2,2,1,-1,-1,1,22,"S",4,18
"4753","20768764-3",34,13.058728023,2,1,2,2,1,-1,-1,1,17,"TC",3,16
"4757","20768924-2",28,0.4330509125,2,1,2,2,1,3,-1,2,41,"TC",2,14
"4761","20769604-1",4,0.9127450123,2,2,2,2,1,-1,-1,2,29,"S",1,6
"4790","20773795-2",89,3.0360040284,2,1,2,2,1,3,-1,2,55,"U",2,14
"4793","20775212-2",15,13.955696812,2,7,2,1,1,-1,3,1,61,"S",3,17
"4794","20775212-3",15,7.9660712957,2,7,2,2,2,-1,-1,1,17,"S",3,17
"4799","20775418-1",12,5.8098688397,2,1,2,2,1,-1,-1,2,43,"TC",2,18
"4863","20786599-2",3,19.060533959,2,1,2,2,1,-1,-1,2,23,"U",2,9
"4875","20789714-1",49,20.903788887,2,1,2,2,1,3,-1,2,70,"TC",1,10
"4885","20791221-1",19,9.9008735192,2,1,2,2,1,3,-1,1,72,"S",1,9
"4897","20793270-3",81,19.033251748,2,3,2,2,1,-1,-1,1,21,"S",2,-7
"4900","20793328-1",73,4.2173803739,2,1,2,2,1,-1,-1,2,62,"TC",3,10
"4925","20796776-2",53,29.463454142,2,1,2,2,1,-1,2,1,67,"TC",1,12
"4940","20799441-1",70,13.047116764,2,1,2,2,1,-1,3,2,45,"TC",2,14
"4948","20800767-3",84,8.0537233703,2,1,2,2,1,2,-1,2,20,"S",3,11
"4949","20800767-4",84,1.7181879128,2,1,2,2,1,-1,-1,1,17,"S",3,11
"4970","20803469-4",57,4.3907768553,2,1,2,2,1,-1,-1,1,19,"TC",1,14
"4992","20807113-2",83,0.7344224874,2,1,2,2,1,-1,-1,2,17,"C",2,17
"4996","20807720-1",24,1.6765458654,2,1,2,2,1,-1,-1,2,38,"TC",2,12
"5025","20811268-4",88,3.7279902489,2,1,2,2,1,3,-1,2,18,"U",3,11
"5035","20813507-1",61,6.4444318168,2,1,2,2,1,-1,-1,2,38,"S",1,8
"5039","20813637-2",75,6.0524511231,2,1,2,2,2,-1,-1,2,28,"C",1,3
"5052","20816076-2",91,3.6275862751,2,2,2,2,1,-1,-1,2,50,"TC",1,-7
"5063","20817466-1",22,7.9238479547,2,7,2,2,1,-1,-1,2,46,"S",2,2
"5064","20817466-2",22,7.3241597994,2,7,2,2,1,2,-1,2,18,"S",2,2
"5072","20819518-1",32,0.2316525861,2,1,2,2,1,-1,-1,2,72,"S",2,-7
"5111","20824905-1",15,24.520024799,2,1,2,-1,1,2,-1,1,69,"S",1,6
"5112","20825658-1",70,3.791702417,2,1,2,2,1,3,-1,2,44,"TC",2,14
"5135","20829692-1",50,4.7543908017,2,1,2,2,1,-1,-1,2,60,"TC",2,17
"5136","20829692-2",50,11.157256074,2,1,2,1,1,2,-1,1,68,"TC",2,17
"5143","20830353-2",60,0.2175512701,2,1,2,2,1,2,-1,1,72,"S",1,10
"5156","20830979-3",54,24.390133808,2,1,2,2,1,3,-1,2,53,"TC",2,11
"5170","20831819-2",99,0.1402956425,2,1,2,2,1,-1,-1,1,26,"TC",1,4
"5176","20832281-2",14,1.0586025912,2,1,2,1,1,3,-1,2,55,"TC",2,11
"5195","20834575-1",54,1.839259212,2,1,2,2,1,3,-1,1,60,"S",2,16
"5196","20834575-2",54,1.6032327333,2,1,2,2,1,3,-1,2,58,"S",2,16
"5201","20835358-1",69,2.6658524993,2,3,2,2,1,-1,-1,2,50,"TC",2,18
"5242","20843429-1",70,8.8911787977,2,1,2,2,1,-1,-1,1,50,"TC",1,18
"5262","20846662-2",27,6.184862131,2,7,2,2,2,-1,-1,2,18,"TC",2,3
"5268","20848509-1",10,1.9466573742,2,1,2,2,1,2,-1,2,59,"TC",2,17
"5275","20848974-1",77,3.6917573264,2,1,2,2,1,-1,-1,1,71,"TC",2,18
"5315","20854340-2",11,0.9583016975,2,1,2,2,1,-1,-1,2,20,"C",1,12
"5324","20855749-3",65,2.605358621,2,1,2,2,1,-1,-1,2,19,"TC",3,8
"5326","20855981-2",90,0.7412079745,2,1,2,2,1,2,-1,2,41,"TC",2,12
"5337","20858003-3",50,10.303109096,2,3,2,2,1,-1,-1,2,17,"S",2,18
"5340","20858290-1",51,0.7108341188,2,1,2,2,1,2,-1,2,31,"S",2,15
"5372","20862916-1",76,3.9844063127,2,1,2,2,1,2,-1,2,47,"S",3,15
"5378","20864554-3",46,1.7661656979,2,1,2,2,1,1,-1,2,18,"TC",3,17
"5395","20867863-1",26,1.5529942017,2,2,2,2,1,-1,-1,2,44,"TC",3,10
"5402","20868730-3",28,11.384226695,2,1,2,2,1,-1,-1,1,21,"TC",2,4
"5407","20869287-3",71,1.4051190272,2,2,2,2,1,3,-1,2,20,"C",3,6
"5426","20872308-1",38,10.541586376,2,1,2,2,1,2,-1,2,61,"TC",1,7
"5452","20876034-1",7,0.6081066319,2,1,2,-1,1,-1,1,2,62,"S",2,12
"5480","20878533-3",64,7.7629670129,2,1,2,2,1,-1,-1,1,22,"C",3,18
"5509","20884598-1",2,3.2984532855,2,1,2,2,1,-1,-1,2,43,"S",2,18
"5516","20885492-1",15,0.3086975298,2,1,2,2,1,3,-1,2,45,"C",3,15
"5518","20885492-3",15,1.3728259425,2,1,2,2,1,-1,-1,2,16,"C",3,15
"5522","20885670-2",17,3.1841818612,2,1,2,2,1,-1,-1,2,49,"S",2,13
"5530","20886668-3",40,0.1735551812,2,1,2,2,1,-1,-1,2,47,"S",2,17
"5541","20889735-2",83,1.7779304773,2,1,2,2,1,-1,-1,1,77,"S",1,5
"5544","20890496-1",17,0.1110266822,2,1,2,1,1,-1,-1,2,47,"S",2,4
"5545","20890496-2",17,1.9166400723,2,1,2,2,1,3,-1,2,19,"S",2,4
"5547","20890562-2",49,1.9337963985,2,1,2,2,1,3,-1,1,69,"TC",1,12
"5570","20894542-3",84,3.5737718789,2,1,2,2,1,-1,-1,2,18,"TC",2,15
"5580","20897057-2",94,3.7222558526,2,1,2,2,2,-1,-1,1,67,"S",1,9
"5618","20901075-2",93,7.5449758988,2,1,2,1,1,-1,-1,1,80,"TC",1,-7
"5639","20904263-1",54,0.0319377063,2,1,2,2,1,2,-1,1,45,"TC",2,7
"5640","20904263-2",54,12.702312211,2,1,2,2,1,-1,-1,2,40,"TC",2,7
"5657","20906258-1",48,8.3115775681,2,1,2,2,1,-1,-1,2,59,"TC",1,6
"5665","20906669-1",90,11.090782481,2,1,2,1,1,-1,2,1,69,"C",1,17
"5678","20908506-3",26,2.7007395675,2,1,2,2,1,-1,-1,2,16,"S",3,18
"5682","20908850-1",83,5.0908302587,2,1,2,2,1,-1,-1,2,78,"TC",1,4
"5715","20914776-1",41,4.6722520393,2,2,2,2,1,-1,-1,1,37,"C",1,6
"5739","20917049-2",21,0.7105174028,2,1,2,2,1,-1,-1,2,57,"C",3,18
"5743","20917254-2",65,2.7953698928,2,2,2,2,2,-1,-1,2,39,"TC",2,13
"5747","20917786-1",74,3.2037930457,2,1,2,2,1,-1,2,1,63,"C",2,6
"5748","20917786-2",74,4.9646776505,2,1,2,2,1,-1,-1,1,73,"C",2,6
"5763","20919212-1",85,3.2971807135,2,1,2,2,1,-1,2,1,22,"S",3,18
"5765","20919212-3",85,1.0524066384,2,1,2,2,1,3,-1,2,56,"S",3,18
"5774","20921279-1",78,3.6261645311,2,1,2,2,1,-1,3,1,70,"TC",1,12
"5778","20922696-2",74,1.4268169209,2,1,2,2,1,-1,-1,2,62,"S",1,18
"5791","20926247-3",25,4.0612926136,2,2,2,2,2,3,-1,2,16,"TC",1,2
"5814","20929985-1",23,7.6677259942,2,1,2,1,1,-1,-1,2,47,"S",2,17
"5826","20931241-1",22,0.6809360101,2,1,2,1,1,-1,-1,1,65,"TC",2,6
"5831","20931746-1",64,1.1134363778,2,7,2,2,1,-1,-1,2,29,"C",1,6
"5875","20939005-2",40,23.485181359,2,1,2,1,1,3,-1,2,32,"S",2,17
"5884","20941594-2",98,4.4289127601,2,1,2,2,1,-1,-1,1,81,"S",1,7
"5893","20944335-2",42,37.10122707,2,2,2,1,1,-1,2,2,55,"S",1,4
"5912","20946496-3",23,7.1555534171,2,1,2,2,1,-1,-1,1,21,"TC",3,17
"5927","20948940-2",8,0.2943303124,2,1,2,2,1,1,-1,2,54,"C",2,18
"5949","20950215-2",68,15.380663914,2,1,2,2,1,-1,-1,2,76,"TC",1,1
"5951","20950318-2",82,9.3195967287,2,1,2,2,1,-1,-1,2,56,"TC",1,16
"5963","20951959-1",42,11.598973048,2,-7,2,2,1,-1,-1,2,24,"C",2,12
"5988","20958079-1",4,1.5232299059,2,1,2,2,1,-1,-1,2,67,"U",2,12
"5998","20958695-2",13,0.9867106984,2,1,2,2,1,-1,-1,2,61,"C",1,8
"6008","20959311-3",88,0.4382538979,2,1,2,2,1,-1,-1,2,20,"TC",4,12
"6013","20959704-2",37,19.407864202,2,1,2,2,1,-1,-1,1,62,"TC",1,3
"6016","20959759-3",38,6.7587984149,2,1,2,2,1,-1,-1,2,17,"TC",3,14
"6034","20962393-2",67,1.3888531213,2,3,2,2,1,-1,-1,2,47,"S",2,13
"6052","20964016-2",95,4.0613339132,2,1,2,2,1,3,-1,1,51,"S",3,18
"6053","20964016-3",95,7.7929592914,2,1,2,2,1,-1,2,2,19,"S",3,18
"6075","20967147-1",30,14.458780315,2,1,2,2,1,3,-1,1,26,"C",2,7
"6076","20967147-2",30,0.4406605273,2,1,2,2,1,3,-1,2,24,"C",2,7
"6082","20967905-2",47,0.1465639808,2,1,2,2,1,-1,-1,2,66,"TC",2,4
"6088","20968890-1",31,7.3873636035,2,1,2,2,1,2,-1,2,22,"TC",2,-7
"6095","20969187-1",40,4.4975183542,2,1,2,2,1,3,-1,2,48,"U",1,1
"6144","20978170-3",28,8.121697726,2,1,2,2,1,-1,-1,2,19,"TC",3,12
"6163","20980575-2",71,11.0790872,2,1,2,1,1,-1,-1,2,63,"TC",1,18
"6170","20980940-2",46,4.369011525,2,1,2,2,1,3,-1,2,18,"C",2,3
"6178","20981769-1",97,2.0027948415,2,1,2,2,1,2,-1,2,32,"S",2,11
"6182","20982056-3",95,56.091131143,2,6,2,1,1,-1,-1,2,65,"S",2,18
"6198","20985011-1",99,4.9140644737,2,1,2,1,1,2,-1,2,50,"TC",2,17
"6201","20985150-1",44,8.3380480159,2,1,2,2,1,-1,2,2,60,"TC",2,18
"6206","20985712-2",85,3.8863450468,2,1,2,2,1,-1,-1,2,22,"TC",1,2
"6215","20986447-3",92,8.3718227843,2,1,2,2,1,-1,-1,1,50,"S",1,7
"6238","20988731-1",66,6.3271555983,2,1,2,2,1,3,-1,2,45,"S",1,-7
"6250","20990798-2",62,12.685580973,2,1,2,2,1,2,-1,2,27,"TC",2,11
"6289","20999148-3",90,0.279532318,2,1,2,2,2,-1,-1,1,17,"C",3,13
"6309","21001495-1",63,2.017187885,2,1,2,1,1,-1,-1,2,28,"U",1,4
"6346","21008195-3",80,0.5918375302,2,-8,2,2,1,-1,-1,1,16,"TC",3,17
"6369","21012941-3",43,6.4110713166,2,1,2,2,1,-1,-1,1,25,"S",2,17
"6372","21013649-1",93,12.332845753,2,1,2,2,1,2,-1,2,33,"TC",2,15
"6389","21014833-2",21,2.4921155774,2,1,2,2,1,2,-1,2,20,"TC",2,11
"6399","21017469-1",98,4.1420095248,2,1,2,2,1,-1,-1,2,53,"C",2,18
"6400","21017469-2",98,4.1420095248,2,1,2,1,1,-1,-1,1,59,"C",2,18
"6403","21018028-1",47,1.8261570397,2,1,2,2,1,-1,-1,2,46,"S",2,18
"6414","21019593-1",8,2.926300021,2,1,2,2,1,-1,-1,2,27,"S",2,15
"6421","21019883-3",12,2.304254341,2,1,2,2,1,-1,2,1,23,"S",3,14
"6430","21021514-1",76,22.205383429,2,1,2,1,1,-1,3,1,54,"TC",2,7
"6447","21025259-1",88,13.536282292,2,1,2,2,1,-1,-1,1,45,"TC",2,16
"6459","21026096-3",71,6.7738728586,2,1,2,2,1,-1,-1,1,19,"S",3,18
"6477","21028700-3",59,1.241655577,2,1,2,2,1,-1,-1,1,24,"S",4,18
"6490","21030244-1",89,3.4020989444,2,1,2,2,1,3,-1,2,32,"TC",2,17
"6499","21032921-1",65,7.4426440186,2,1,2,2,1,-1,-1,2,67,"C",2,11
"6581","21044915-3",76,2.1443531511,2,1,2,2,1,2,-1,2,19,"S",2,18
"6585","21045631-3",34,16.540130315,2,3,2,2,1,-1,-1,2,23,"U",3,18
"6606","21048931-2",22,2.2847646189,2,1,2,2,1,-1,-1,2,45,"C",2,18
"6610","21049778-2",57,6.3176787373,2,1,2,2,1,-1,-1,2,47,"S",1,18
"6613","21050167-2",9,5.6829475452,2,1,2,2,1,2,-1,2,50,"TC",2,4
"6614","21050167-3",9,2.6920029193,2,1,2,2,1,-1,-1,1,16,"TC",2,4
"6641","21053074-1",29,1.1221789327,2,3,2,2,1,-1,-1,2,33,"C",1,8
"6654","21056141-2",10,3.6848770626,2,1,2,2,1,-1,-1,2,58,"TC",2,6
"6657","21057698-1",18,2.9217142089,2,1,2,2,1,2,-1,2,70,"C",1,6
"6659","21057782-2",3,2.1758520392,2,1,2,2,1,-1,-1,2,63,"U",2,12
"6688","21064696-1",35,5.0163690097,2,7,2,2,2,-1,-1,2,57,"U",3,2
"6693","21067389-1",39,1.8541433605,2,1,2,2,1,-1,-1,2,62,"TC",2,13
"6694","21067389-2",39,2.5339383939,2,1,2,2,1,-1,-1,1,62,"TC",2,13
"6699","21068292-1",52,5.6577411989,2,2,2,2,1,1,-1,2,48,"C",1,5
"6713","21070718-1",49,4.2812348676,2,1,2,2,1,-1,-1,2,42,"S",2,18
"6729","21073081-1",77,22.948580755,2,1,2,2,1,-1,2,2,46,"TC",1,18
"6733","21074305-1",31,555.51763948,2,1,2,2,1,-1,-1,1,56,"C",1,7
"6735","21074480-1",41,2.5488909935,2,1,2,2,1,-1,-1,2,46,"TC",3,17
"6740","21074510-2",40,36.028386632,2,1,2,2,1,-1,3,2,57,"TC",1,18
"6768","21079234-1",71,12.303083383,2,1,2,2,1,-1,-1,2,35,"U",2,18
"6776","21080799-1",64,6.0332236235,2,1,2,2,1,-1,-1,1,67,"TC",2,14
"6792","21082195-1",96,3.0732320671,2,1,2,2,1,-1,-1,2,52,"TC",3,-7
"6794","21082195-3",96,1.9776322901,2,1,2,2,1,2,-1,1,17,"TC",3,-7
"6805","21083316-1",8,5.800186427,2,1,2,1,1,-1,2,2,69,"C",2,-7
"6810","21083745-1",50,21.85947025,2,1,2,2,1,-1,2,2,34,"U",1,18
"6816","21085431-2",73,18.929629129,2,1,2,2,1,3,-1,2,16,"TC",3,18
"6854","21089550-2",25,0.3137607139,2,1,2,2,1,-1,-1,1,62,"C",1,9
"6874","21091106-1",64,5.1692988201,2,97,2,2,1,-1,-1,2,58,"TC",1,18
"6878","21092055-1",40,8.9644425936,2,1,2,-1,1,3,-1,2,56,"TC",2,2
"6879","21092055-2",40,8.9644425936,2,1,2,-1,1,3,-1,1,56,"TC",2,2
"6884","21093221-1",17,2.9603638453,2,1,2,2,1,-1,-1,1,71,"S",1,8
"6895","21097292-1",81,0.5384463757,2,1,2,2,1,1,-1,2,20,"C",2,6
"6897","21097313-1",98,7.306419741,2,7,2,2,1,2,-1,2,38,"U",1,6
"6906","21101377-1",86,7.1461515911,2,2,2,2,1,3,-1,2,67,"C",2,7
"6937","21105610-5",14,3.9707743718,2,1,2,2,1,-1,-1,2,57,"TC",3,8
"6950","21108367-1",58,4.207775394,2,1,2,2,1,-1,2,2,70,"TC",2,-7
"6951","21108367-2",58,5.3832221923,2,1,2,2,1,-1,-1,2,20,"TC",2,-7
"6953","21108518-2",78,16.278508271,2,1,2,2,1,-1,-1,2,60,"TC",2,14
"6956","21108581-3",26,4.6791772659,2,1,2,2,1,-1,-1,2,17,"S",2,18
"6968","21109917-2",96,2.8934322864,2,1,2,2,1,-1,-1,2,42,"C",2,18
"6981","21112113-1",27,18.235099886,2,1,2,2,1,-1,-1,1,49,"TC",1,1
"6986","21112588-2",24,2.6799296173,2,1,2,2,1,2,-1,1,73,"TC",1,9
"6994","21113110-2",24,2.4898751495,2,1,2,2,1,2,-1,2,43,"TC",3,18
"6996","21113110-4",24,4.6682246304,2,1,2,2,1,2,-1,2,22,"TC",3,18
"6997","21113129-1",25,2.6357385956,2,1,2,2,1,-1,2,1,60,"C",2,8
"7006","21114126-1",94,5.882220962,2,1,2,2,1,3,-1,2,51,"TC",2,18
"7008","21114126-3",94,10.945644877,2,1,2,2,1,-1,-1,1,18,"TC",2,18
"7048","21123342-1",40,3.1259475128,2,1,2,2,1,-1,-1,2,73,"C",1,6
"7050","21123874-2",28,2.5417554964,2,1,2,2,1,-1,-1,2,38,"TC",2,8
"7071","21129371-1",43,10.186574531,2,1,2,2,1,-1,2,2,65,"S",1,16
"7082","21131534-2",96,13.266684737,2,1,2,2,1,3,-1,2,44,"TC",2,3
"7094","21133211-1",77,9.546888661,2,1,2,1,1,3,-1,2,46,"U",1,12
"7110","21136191-3",62,0.9465761671,2,1,2,2,1,-1,-1,2,22,"S",2,18
"7179","21147740-1",34,1.8587132754,2,2,2,2,1,-1,-1,2,50,"U",1,10
"7199","21149294-1",100,6.0935133595,2,1,2,2,1,2,-1,2,47,"TC",3,-7
"7201","21149294-3",100,6.2116945601,2,1,2,2,1,-1,-1,1,17,"TC",3,-7
"7232","21153282-1",75,5.5028260542,2,1,2,1,1,-1,-1,1,65,"S",2,18
"7235","21153723-2",16,0.5556446291,2,1,2,2,1,1,-1,2,58,"TC",2,17
"7334","21166769-2",44,9.6524797934,2,1,2,2,1,-1,-1,1,58,"TC",2,17
"7355","21169694-2",16,0.5871704223,2,1,2,1,1,-1,-1,1,37,"C",1,10
"7360","21170412-2",69,2.9272301303,2,1,2,2,1,-1,-1,2,61,"TC",2,18
"7373","21173486-2",86,30.775007107,2,1,2,2,1,-1,-1,1,60,"TC",2,18
"7378","21175293-2",55,7.6901950366,2,1,2,2,1,3,-1,2,33,"TC",2,14
"7380","21175341-1",48,6.9996436755,2,1,2,2,1,3,-1,2,49,"TC",2,16
"7389","21175789-1",78,1.5304424754,2,1,2,2,1,-1,-1,1,63,"C",1,6
"7399","21176580-2",31,19.826260035,2,1,2,2,1,-1,-1,2,49,"S",2,18
"7425","21184017-1",1,3.0939581584,2,1,2,2,1,-1,2,1,65,"TC",2,-8
"7426","21184017-2",1,4.5126020418,2,1,2,2,1,3,-1,2,64,"TC",2,-8
"7434","21185425-2",93,2.4704512436,2,1,2,2,1,-1,-1,2,62,"TC",2,16
"7483","21195611-1",87,26.417454754,2,2,2,2,1,-1,-1,2,67,"C",1,-7
"7499","21198537-1",97,5.631153349,2,1,2,2,1,-1,-1,2,63,"S",1,16
"7512","21199383-4",59,2.3063976766,2,1,2,2,2,-1,-1,2,16,"TC",3,15
"7515","21199477-1",73,2.6610145141,2,1,2,2,1,-1,-1,2,61,"TC",1,12
"7547","21203927-1",1,7.1914252312,2,1,2,2,1,2,-1,1,67,"S",2,16
"7567","21208397-1",2,4.1112265999,2,1,2,2,1,-1,-1,2,68,"S",1,4
"7572","21208557-2",26,1.3506944807,2,2,2,2,1,-1,-1,2,68,"S",1,2
"7581","21209312-1",88,6.6815876031,2,1,2,2,1,-1,3,1,64,"S",1,18
"7627","21217755-3",3,12.493247481,2,1,2,2,1,-1,2,1,19,"TC",2,5
"7653","21221967-1",15,5.7036287053,2,1,2,2,1,3,-1,2,63,"C",2,10
"7663","21224173-1",38,5.399276063,2,1,2,2,1,3,-1,2,45,"C",3,16
"7681","21226038-1",48,2.2126216085,2,1,2,2,1,2,-1,2,55,"S",3,14
"7691","21226832-3",42,21.502871258,2,1,2,2,1,-1,-1,1,20,"TC",2,9
"7695","21228407-1",49,2.2704441992,2,1,2,2,1,-1,-1,1,61,"TC",2,18
"7717","21230594-2",62,2.6279590175,2,1,2,2,1,2,-1,2,42,"TC",2,16
"7727","21231537-1",59,3.1772001639,2,1,2,2,1,3,-1,2,59,"C",1,2
"7731","21232169-1",41,0.7425038061,2,1,2,2,1,-1,3,1,33,"U",1,8
"7756","21236961-1",34,9.5425288414,2,1,2,2,1,3,-1,2,53,"TC",2,18
"7758","21237070-1",32,2.733281985,2,1,2,2,1,2,-1,1,24,"C",1,8
"7801","21242195-3",20,0.4001638241,2,1,2,2,2,-1,-1,2,17,"U",3,6
"7823","21246214-2",64,1.8419502251,2,1,2,1,1,-1,-1,2,65,"TC",2,9
"7830","21248348-1",84,45.241618413,2,1,2,2,1,-1,-1,2,55,"TC",2,8
"7858","21254693-2",60,12.196013458,2,1,2,1,1,3,-1,2,68,"TC",1,3
"7878","21258217-3",27,2.9445732904,2,1,2,2,1,-1,-1,1,18,"U",3,12
"7887","21259906-3",67,8.1122931072,2,1,2,2,1,2,-1,2,18,"C",2,13
"7891","21260283-2",70,19.295876083,2,1,2,1,1,-1,-1,2,55,"TC",1,12
"7899","21263743-2",11,12.567665409,2,4,2,2,1,-1,-1,2,66,"S",1,6
"7903","21264928-1",18,0.7524424794,2,7,2,2,1,-1,-1,2,38,"C",1,16
"7937","21269987-3",29,0.7821911063,2,1,2,2,1,-1,3,2,19,"C",2,8
"7942","21270303-3",16,6.123585866,2,1,2,2,1,-1,-1,1,21,"TC",2,18
"7949","21271056-2",47,2.1439259407,2,1,2,2,1,-1,-1,2,61,"TC",2,17
"7954","21272080-2",71,1.8418357324,2,1,2,2,1,-1,-1,1,70,"TC",1,10
"7956","21272437-2",76,22.568205227,2,1,2,2,1,-1,-1,1,53,"TC",3,4
"7958","21272437-4",76,1.2972206067,2,1,2,2,1,3,-1,1,17,"TC",3,4
"7980","21275111-2",17,3.6132823007,2,1,2,2,1,-1,-1,2,44,"TC",2,12
"7998","21277151-2",87,7.2123317692,2,1,2,2,1,-1,-1,1,54,"TC",2,18
"8007","21279052-1",69,9.3704602322,2,1,2,2,1,3,-1,2,64,"TC",1,3
"8011","21279409-3",41,15.354703866,2,1,2,2,1,-1,-1,1,22,"C",3,18
"8012","21279409-4",41,15.354703866,2,1,2,2,1,-1,-1,2,21,"C",3,18
"8019","21280786-2",59,0.631520249,2,2,2,2,1,-1,-1,1,62,"TC",2,13
"8029","21281541-2",2,13.790215317,2,1,2,2,1,-1,2,2,64,"TC",1,18
"8038","21282155-2",98,5.7853750375,2,1,2,1,1,-1,-1,2,67,"S",2,18
"8056","21284690-3",52,5.3036108355,2,1,2,2,1,-1,-1,2,17,"S",2,18
"8076","21286948-1",51,0.2351663867,2,1,2,2,1,-1,-1,2,66,"TC",2,6
"8081","21287794-1",61,0.592133818,2,1,2,2,1,1,-1,1,72,"TC",1,18
"8083","21288081-2",100,3.4231175267,2,1,2,1,1,3,-1,1,67,"C",1,15
"8120","21293151-2",60,7.1249471954,2,1,2,2,1,-1,-1,1,48,"C",2,18
"8126","21294532-1",10,9.1764287734,2,1,2,2,1,2,-1,2,30,"TC",2,17
